RootName,SBE_Utterance,NeutralDistinct,AAVE_Utterance,Gesture,args,aae_args,SBE_wav_name,SBE_wav,AAVE_wav_name,AAVE_wav,NeutralDistinct,Notes_AAVEFeatures,Notes_Phono,Notes for recording,TaskIntro,On-Task,Monologue,Monologue Order,Feedback: test,AT: test,Social: test,Task Intro: test,Prepping for presentation: test,Science Monologue: test,Social Talk: test,Accountable Talk: test,On-task Sentences: test,Dialect Use: test
RMall,monologue,,monologue,RM1v,"start=""sp1:start"" end=""sp1:start+6.2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.8'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5' end='sp1:start+5.6'/><animation name=""RM2v"" start=""sp1:start+6.39"" end=""sp1:start+11.5""/><face type='FACS' au='4' amount='.2' stroke='sp1:start+10' end='sp1:start+11.1'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+8.4' end='sp1:start+9.8'/><animation name=""RM3v"" start=""sp1:start+11.91"" end=""sp1:start+21.465""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+18.8' end='sp1:start+19.3'/><face type='FACS' au='45' amount='1' stroke='sp1:start+18.8' end='sp1:start+19.3'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+14' end='sp1:start+15'/><animation name=""RM4v"" start=""sp1:start+21.465"" end=""sp1:start+24""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+21.465' end='sp1:start+22.5'/><animation name=""RM5v"" start=""sp1:start+24.2"" end=""sp1:start+30.71""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+29.4' end='sp1:start+30.4'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+27' end='sp1:start+28'/><face type='FACS' au='4' amount='.2' stroke='sp1:start+27' end='sp1:start+28'/><animation name=""RM6v"" start=""sp1:start+30.715"" end=""sp1:start+36""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+33' end='sp1:start+35.8'/><animation name=""RM7v"" start=""sp1:start+36.71"" end=""sp1:start+43.8""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+38' end='sp1:start+39.4'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+41' end='sp1:start+43'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+41' end='sp1:start+43'/><animation name=""RM8v"" start=""sp1:start+44.115"" end=""sp1:start+50.9""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+45' end='sp1:start+46.5'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+48.2' end='sp1:start+49.4'/><animation name=""RM9v"" start=""sp1:start+51.305"" end=""sp1:start+56.18""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+51.9' end='sp1:start+53.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+51.9' end='sp1:start+53.8'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+55.6' end='sp1:start+56.2'/><animation name=""RM10v"" start=""sp1:start+56.18"" end=""sp1:start+61.3""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+59.7' end='sp1:start+61.1'/><animation name=""RM11v"" start=""sp1:start+61.705"" end=""sp1:start+65.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+61.8' end='sp1:start+63.1'/><animation name=""RM12v"" start=""sp1:start+65.6"" end=""sp1:start+73""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+70.8' end='sp1:start+71.3'/><animation name=""RM13v"" start=""sp1:start+73.35"" end=""sp1:start+78.7""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+74.7' end='sp1:start+76.6'","/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.8'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5' end='sp1:start+5.6'/><animation name=""RM2v"" start=""sp1:start+6.53"" end=""sp1:start+11.9""/><face type='FACS' au='4' amount='.2' stroke='sp1:start+10.6' end='sp1:start+11.2'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+8.8' end='sp1:start+10'/><animation name=""RM3v"" start=""sp1:start+11.995"" end=""sp1:start+20.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+17' end='sp1:start+18.4'/><face type='FACS' au='45' amount='1' stroke='sp1:start+17' end='sp1:start+18.4'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+14.1' end='sp1:start+15'/><animation name=""RM4v"" start=""sp1:start+20.365"" end=""sp1:start+23.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+20.4' end='sp1:start+21.4'/><animation name=""RM5v"" start=""sp1:start+23.925"" end=""sp1:start+31.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+30.1' end='sp1:start+31.4'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+27' end='sp1:start+28.3'/><face type='FACS' au='4' amount='.2' stroke='sp1:start+27' end='sp1:start+28.3'/><animation name=""RM6v"" start=""sp1:start+32.165"" end=""sp1:start+37""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+35.2' end='sp1:start+36.5'/><animation name=""RM7v"" start=""sp1:start+37.685"" end=""sp1:start+43.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+38.9' end='sp1:start+39.9'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+41.2' end='sp1:start+42.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+41.2' end='sp1:start+42.2'/><animation name=""RM8v"" start=""sp1:start+43.735"" end=""sp1:start+50.8""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+44.7' end='sp1:start+46'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+47.9' end='sp1:start+49'/><animation name=""RM9v"" start=""sp1:start+51.375"" end=""sp1:start+56.9""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+51.8' end='sp1:start+53.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+51.8' end='sp1:start+53.8'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+55.7' end='sp1:start+56.4'/><animation name=""RM10v"" start=""sp1:start+57.435"" end=""sp1:start+64""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+62.2' end='sp1:start+64.1'/><animation name=""RM11v"" start=""sp1:start+64.65"" end=""sp1:start+68.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+64.7' end='sp1:start+66.8'/><animation name=""RM12v"" start=""sp1:start+68.51"" end=""sp1:start+78""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+75.6' end='sp1:start+76.2'/><animation name=""RM13v"" start=""sp1:start+78.43"" end=""sp1:start+85.2""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+80' end='sp1:start+82.9'",,,,,,,,,,,,,,,,,,,,,,
RP47,My goal was to figure out how to make a ramp that was as fast as possible,Ramp,My goal was to figure out how to make a ramp that was as fass as possible,RP47v,"start=""sp1:start"" end=""sp1:start+5.7""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1',,,,,,,,,,,,,,,,,,,,,,
RP48,"We had to figure out whether it should be high up or low, long or short, and if it was better to use a golf ball or tennis ball",Ramp,"We had to figure out whether it should be high up or low, long or short, and if it was better to use a golf ball or tennis ball",RP48v,"start=""sp1:start"" end=""sp1:start+9.8""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2' end='sp1:start+6'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.3' end='sp1:start+6.8',,,,,,,,,,,,,,,,,,,,,,
RP49,How did you decide whether it should have been high or low?,Ramp,How did you decide whether it should have been high or low?,RP49v,"start=""sp1:start"" end=""sp1:start+4.8""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+3.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+3.6'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+2.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+2.4',,,,,,,,,,,,,,,,,,,,,,
RP50,"I, um, imagined the ramp in real life, and what if would look like if I was really rolling these balls down it",Ramp,"I, um, imagine da ramp in real life, and what it would look like if I was really rollin these balls down it",RP50v,"start=""sp1:start"" end=""sp1:start+7.8""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1',,,,,,,,,,,,,,,,,,,,,,
RP52,How did you decide which ball would be better?,Ramp,How did you decide which ball would be better?,RP52v,"start=""sp1:start"" end=""sp1:start+3.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+2.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+2.5'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2',,,,,,,,,,,,,,,,,,,,,,
RP53,Which ball do you think would go fastest on the ramp?,Ramp,Which ball do you think would go fastest on the ramp?,RP53v,"start=""sp1:start"" end=""sp1:start+3.5""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1',,,,,,,,,,,,,,,,,,,,,,
RP54,How could you make the ramp better?,Ramp,How could you make the ramp better?,RP54v,"start=""sp1:start"" end=""sp1:start+2.5""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.9'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.9',,,,,,,,,,,,,,,,,,,,,,
RP55,Why is high up better?,Ramp,Why is high up better?,RP55v,"start=""sp1:start"" end=""sp1:start+1.7""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,
RP56,Why is long faster than short?,Ramp,Why is long faster than short?,RP56v,"start=""sp1:start"" end=""sp1:start+3.2""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.7'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.7',,,,,,,,,,,,,,,,,,,,,,
RP57,I think long is fastest because it gives the ball more time to roll down the ramp and pick up speed,Ramp,I think long is fastest cuz it give the ball more time to roll down the ramp and pick up speed,RP57v,"start=""sp1:start"" end=""sp1:start+8.9""",,,,,,,,,,,,,,,,,,,,,,,
RP58,I think long is especially good if the ramp is high up because then there's more gravity pulling it down,Ramp,I think long is specially good if da ramp is high up cuz den there's more gravity pullin it down,RP58v,"start=""sp1:start"" end=""sp1:start+6.4""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.8' end='sp1:start+6.1'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.8' end='sp1:start+7.4',,,,,,,,,,,,,,,,,,,,,,
RP59,"I think the golf ball is better to use because it's smaller and heavier, so it can get pulled down by the gravity more",Ramp,"I think the golf ball is better to use because it's smaller and heavier, so it can get pulled down by the gravity more",RP59v,"start=""sp1:start"" end=""sp1:start+9.9""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+7.4' end='sp1:start+8'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+2.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+2.6'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+6.4' end='sp1:start+7'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.6',,,,,,,,,,,,,,,,,,,,,,
RP60,The fuzz on the tennis ball will probably slow it down and make it not go as fast,Ramp,Da fuzz on the tennis ball will prolly slow it down and make it not go as fast,RP60v,"start=""sp1:start"" end=""sp1:start+5.6""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+4' end='sp1:start+4.8'/><face type='FACS' au='45' amount='1' stroke='sp1:start+4' end='sp1:start+4.8'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.8' end='sp1:start+4.4'/><face type='FACS' au='45' amount='1' stroke='sp1:start+3.8' end='sp1:start+4.4',,,,,,,,,,,,,,,,,,,,,,
RP69,Do you think a big or small race car would go down the ramp fastest?,Ramp,Do you think a big or small race car would go down the ramp mos fastest?,RP69v,"start=""sp1:start"" end=""sp1:start+5.3""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.4' end='sp1:start+2.9'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.9' end='sp1:start+3.3',,,,,,,,,,,,,,,,,,,,,,
RP70,"I think the size of it wouldn't matter, as long as it was heavy  because I think the heavy one would be fastest",Ramp,"I think the size of it wouldn't matter, as long as it was heavy  because I think the heavy one would be fastest",RP70v,"start=""sp1:start"" end=""sp1:start+7.7""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.8' end='sp1:start+3.2'/><face type='FACS' au='45' amount='1' stroke='sp1:start+1.8' end='sp1:start+3.2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.5' end='sp1:start+2.7'/><face type='FACS' au='45' amount='1' stroke='sp1:start+1.5' end='sp1:start+2.7',,,,,,,,,,,,,,,,,,,,,,
RD96o,If its too light it isn't gonna pick up any speed,Ramp,If its too light it isn't gonna pick up any speed,RD96v,"start=""sp1:start"" end=""sp1:start+3.7""",,,,,,,,,,,,,,,,,,,,,,,
RD96,Okay I think we need to figure out how to make the ramp fastest,Ramp,Okay I think we need to figure out how to make the ramp fastest,RD96o,"start=""sp1:start"" end=""sp1:start+5""",,,,,,,,,,,,,,,,,,,,,,,
RD97,"So we have to pick whether to make it high or low, long or short, and which ball to use",Ramp,"So we have to pick whether to make it high or low, long or short, and which ball to use",RP48v,"start=""sp1:start"" end=""sp1:start+9.7""","start=""sp1:start"" end=""sp1:start+9.5""",,,,,,,,,,,,,,,,,,,,,,
RD98, Okay um wanna do the high or low one first,Ramp, Okay um wanna do the high or low one first,RD98v,"start=""sp1:start"" end=""sp1:start+4.4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+2',,,,,,,,,,,,,,,,,,,,,,
RD99, If its high then the um gravity can make it fall faster then if it was low,Ramp, If its high then the um gravity can make it fall faster then if it was low,RD99v,"start=""sp1:start"" end=""sp1:start+5.8""",,,,,,,,,,,,,,,,,,,,,,,
RD100,What about long or short,Ramp,What about long or short,RP56v,"start=""sp1:start"" end=""sp1:start+2.5""","start=""sp1:start"" end=""sp1:start+2.3""",,,,,,,,,,,,,,,,,,,,,,
RD101,Yeah I think definitely high and long,Ramp,Yeah I think definitely high and long,RD101v,"start=""sp1:start"" end=""sp1:start+3.3""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1',,,,,,,,,,,,,,,,,,,,,,
